Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
345-68-9016,Giza,,Member,Female,,31.67,8,12.668,266.028,3/14/2019,4:19:00 PM,Credit card,253.36,4.761904762,12.668,5.6
390-17-5806,Giza,Naypyitaw,Member,Female,,38.42,1,1.921,40.341,02/02/2019,4:33:00 PM,Cash,,,1.921,8.6
457-13-1708,,Mandalay,Member,,Fashion accessories,65.23,10,32.615,684.915,3/14/2019,7:07:00 PM,Credit card,652.3,4.761904762,32.615,5.2
664-14-2882,Giza,Naypyitaw,Member,,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,2:43:00 PM,,,,2.6325,5.8
487-79-6868,Cairo,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,3/26/2019,7:28:00 PM,Credit card,,4.761904762,5.5305,8
314-23-4520,Giza,,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,3/14/2019,8:44:00 PM,,,,28.4305,9
210-30-7976,Cairo,Mandalay,,Female,Fashion accessories,22.32,4,4.464,93.744,3/14/2019,11:16:00 AM,Ewallet,89.28,,4.464,4.1
585-86-8361,,Yangon,,Female,Food and beverages,27.28,,6.82,143.22,02/03/2019,10:31:00 AM,Credit card,,,,8.6
807-14-7833,,,Member,Female,,17.42,,8.71,182.91,2/22/2019,12:30:00 PM,,174.2,,8.71,7
775-72-1988,,,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,3:05:00 PM,,366.4,4.761904762,18.32,8.4
288-38-3758,Giza,Naypyitaw,Member,Female,Fashion accessories,,3,12.7305,267.3405,3/14/2019,6:30:00 PM,,254.61,4.761904762,12.7305,7.4
652-43-6591,,,Normal,Female,Fashion accessories,97.29,,,817.236,3/14/2019,1:18:00 PM,,778.32,4.761904762,,6.2
785-96-0615,,Mandalay,Member,Female,Electronic accessories,35.74,,,300.216,2/17/2019,3:28:00 PM,Ewallet,285.92,4.761904762,14.296,4.9
406-46-7107,,Yangon,Normal,Female,Home and lifestyle,,6,28.956,608.076,01/11/2019,11:52:00 AM,,579.12,4.761904762,,4.5
250-17-5703,Alex,,Member,,Food and beverages,,10,,197.925,2/27/2019,6:24:00 PM,Ewallet,188.5,,,5.6
156-95-3964,,Yangon,Normal,Female,Food and beverages,,,11.078,232.638,3/25/2019,3:19:00 PM,Ewallet,,4.761904762,11.078,8
842-40-8179,,Mandalay,Member,Female,Food and beverages,77.2,,38.6,810.6,02/11/2019,10:38:00 AM,,772,4.761904762,38.6,5.6
525-09-8450,Cairo,Mandalay,Normal,,,72.13,10,36.065,757.365,1/31/2019,3:12:00 PM,Credit card,721.3,4.761904762,,4.2
410-67-1709,Alex,Yangon,Member,,Fashion accessories,63.88,,25.552,536.592,1/20/2019,5:48:00 PM,Ewallet,511.04,4.761904762,25.552,9.9
587-73-4862,Alex,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,3/26/2019,11:07:00 AM,Ewallet,53.45,,2.6725,7.6
787-87-2010,Alex,,Member,Male,Health and beauty,55.5,4,11.1,233.1,3/14/2019,3:48:00 PM,Credit card,222,4.761904762,11.1,6.6
593-14-4239,Cairo,Mandalay,,Female,Home and lifestyle,,8,38.184,801.864,3/14/2019,7:40:00 PM,Ewallet,,,,4.7
801-88-0346,,Naypyitaw,Normal,Female,Fashion accessories,76.06,,11.409,239.589,3/14/2019,8:30:00 PM,Credit card,228.18,4.761904762,11.409,9.8
388-76-2555,Cairo,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2/13/2019,1:59:00 PM,Cash,82.14,4.761904762,,6.3
711-31-1234,Cairo,Mandalay,,Female,Electronic accessories,95.64,4,19.128,401.688,3/16/2019,6:51:00 PM,Cash,,4.761904762,19.128,7.9
886-54-6089,Alex,,Normal,Female,Home and lifestyle,,,3.429,72.009,1/15/2019,5:24:00 PM,Cash,68.58,4.761904762,3.429,7.7
707-32-7409,Cairo,Mandalay,,Female,Sports and travel,,4,19.108,401.268,2/26/2019,11:58:00 AM,Ewallet,382.16,4.761904762,19.108,4.5
759-98-4285,Giza,Naypyitaw,,Female,Health and beauty,85.87,,30.0545,631.1445,2/27/2019,7:01:00 PM,Credit card,601.09,4.761904762,30.0545,8
201-63-8275,Giza,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,4:50:00 PM,,,4.761904762,23.7965,5.7
471-06-8611,,,,Female,Food and beverages,52.42,1,,55.041,02/06/2019,10:22:00 AM,Credit card,52.42,,2.621,6.3
200-16-5952,,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,3/14/2019,4:46:00 PM,,131.3,4.761904762,,6
120-54-2248,,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,1/22/2019,6:08:00 PM,Credit card,,4.761904762,7.215,8
102-77-2261,,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,03/05/2019,6:02:00 PM,Credit card,457.17,4.761904762,22.8585,4.2
875-31-8302,,,Normal,,Sports and travel,,1,,98.049,01/03/2019,1:07:00 PM,Cash,,4.761904762,4.669,9.6
102-06-2002,Giza,Naypyitaw,Member,Male,Sports and travel,25.25,,6.3125,132.5625,3/20/2019,5:52:00 PM,Cash,,4.761904762,6.3125,6.1
457-94-0464,Cairo,Mandalay,,Male,Electronic accessories,87.87,,39.5415,830.3715,1/31/2019,8:32:00 PM,Ewallet,790.83,4.761904762,39.5415,5.6
629-42-4133,Giza,Naypyitaw,Normal,Male,Health and beauty,,8,8.72,183.12,3/14/2019,7:24:00 PM,Cash,,4.761904762,,8.3
534-53-3526,Alex,,Normal,Female,Sports and travel,94.76,,18.952,397.992,3/14/2019,4:06:00 PM,Ewallet,379.04,4.761904762,18.952,7.8
307-04-2070,Alex,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,02/05/2019,2:14:00 PM,,30.62,4.761904762,1.531,4.1
468-99-7231,Giza,,,Female,Home and lifestyle,44.01,,17.604,369.684,03/03/2019,5:36:00 PM,,,4.761904762,,8.8
516-77-6464,,,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,1:08:00 PM,,,4.761904762,2.54,4.1
404-91-5964,,,Normal,Male,,74.58,,,548.163,02/04/2019,4:09:00 PM,,522.06,4.761904762,26.103,9
886-77-9084,,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,,603.876,2/19/2019,11:33:00 AM,Ewallet,575.12,4.761904762,28.756,5.5
790-38-4466,Giza,,,,,10.99,,2.7475,57.6975,3/14/2019,10:18:00 AM,,,4.761904762,2.7475,9.3
704-10-4056,,Naypyitaw,Member,Male,Health and beauty,,3,,190.4805,3/14/2019,10:55:00 AM,Credit card,,,9.0705,5.6
497-37-6538,,Yangon,Normal,Male,Sports and travel,,7,20.6185,432.9885,3/14/2019,3:15:00 PM,Ewallet,412.37,4.761904762,,9.7
651-96-5970,Alex,Yangon,,Male,Fashion accessories,46.41,,2.3205,48.7305,03/03/2019,8:06:00 PM,Credit card,,4.761904762,2.3205,4
400-80-4065,Giza,Naypyitaw,Member,,Health and beauty,68.55,,,287.91,3/14/2019,8:21:00 PM,,274.2,4.761904762,,9.2
744-16-7898,Cairo,Mandalay,Normal,Female,Home and lifestyle,97.37,,,1022.385,1/15/2019,1:48:00 PM,Credit card,973.7,4.761904762,48.685,4.9
263-12-5321,Alex,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,3/14/2019,12:52:00 PM,Credit card,,,32.41,9.3
702-72-0487,Alex,,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2/26/2019,12:28:00 PM,Credit card,93.22,,4.661,6.6
605-83-1050,Cairo,Mandalay,Normal,Male,Fashion accessories,,,2.718,57.078,3/15/2019,4:26:00 PM,,54.36,4.761904762,2.718,4.3
443-60-9639,Giza,Naypyitaw,,Female,Home and lifestyle,,1,3.0435,63.9135,1/24/2019,1:24:00 PM,Cash,,4.761904762,3.0435,5.5
864-24-7918,Alex,,Member,,Sports and travel,24.49,10,12.245,257.145,2/22/2019,3:15:00 PM,Cash,244.9,4.761904762,12.245,8.1
359-94-5395,Cairo,Mandalay,,Male,,92.78,1,,97.419,3/14/2019,10:50:00 AM,Credit card,92.78,4.761904762,,9.8
401-09-4232,Giza,,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,02/11/2019,6:38:00 PM,Ewallet,433.45,4.761904762,21.6725,9.4
751-15-6198,Cairo,Mandalay,,Male,Sports and travel,,6,6.903,144.963,01/12/2019,4:45:00 PM,Ewallet,,,,7.9
324-41-6833,,Naypyitaw,,Female,Electronic accessories,30.2,8,,253.68,03/03/2019,7:30:00 PM,,241.6,,12.08,5.1
474-33-8305,Giza,Naypyitaw,,Male,Fashion accessories,,,23.5865,495.3165,3/23/2019,1:23:00 PM,Ewallet,471.73,,23.5865,6.9
759-29-9521,,Yangon,Member,,Fashion accessories,48.96,9,22.032,462.672,3/14/2019,11:27:00 AM,,,4.761904762,22.032,8
831-81-6575,Cairo,,Member,Female,Electronic accessories,75.59,,34.0155,714.3255,2/23/2019,11:12:00 AM,,,4.761904762,,8
220-68-6701,Alex,Yangon,Normal,,Home and lifestyle,77.47,4,15.494,325.374,3/17/2019,4:36:00 PM,Cash,309.88,4.761904762,15.494,4.2
618-34-8551,Alex,Yangon,,Female,Sports and travel,,,9.318,195.678,1/16/2019,6:41:00 PM,,186.36,4.761904762,9.318,8.5
257-60-7754,,Yangon,Normal,,Electronic accessories,50.23,,,210.966,01/08/2019,5:12:00 PM,Cash,,4.761904762,,9
559-61-5987,,Mandalay,Normal,Female,Health and beauty,,,,18.6375,1/14/2019,10:38:00 AM,Cash,,4.761904762,0.8875,8.6
189-55-2313,Giza,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,3/14/2019,10:33:00 AM,Ewallet,,4.761904762,31.09,6
565-91-4567,Cairo,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019,2:38:00 PM,Ewallet,,4.761904762,4.3,6.2
380-60-5336,Alex,,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,6:06:00 PM,Credit card,402.6,,,5
815-04-6282,,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,3/14/2019,12:52:00 PM,Credit card,,4.761904762,16.2425,6.5
674-56-6360,Alex,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,3/14/2019,2:00:00 PM,Cash,95.15,4.761904762,,6
778-34-2523,Alex,Yangon,Member,Female,Electronic accessories,,8,19.448,408.408,3/14/2019,10:57:00 AM,,388.96,4.761904762,19.448,5
499-27-7781,,Mandalay,,Female,Food and beverages,53.21,8,21.284,446.964,3/14/2019,4:45:00 PM,Ewallet,425.68,4.761904762,21.284,5
477-59-2456,Giza,Naypyitaw,Normal,Female,Fashion accessories,,7,15.904,333.984,1/23/2019,11:15:00 AM,,318.08,4.761904762,15.904,9.2
832-51-6761,Alex,Yangon,Normal,,Food and beverages,33.88,8,13.552,284.592,3/14/2019,8:29:00 PM,,271.04,4.761904762,13.552,9.6
869-11-3082,,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,1/27/2019,8:03:00 PM,Credit card,384.64,4.761904762,19.232,8.4
190-59-3964,Cairo,,Member,Male,Food and beverages,47.16,,,247.59,02/03/2019,2:35:00 PM,Credit card,,4.761904762,11.79,6
366-43-6862,Cairo,Mandalay,Normal,Male,Electronic accessories,52.89,4,,222.138,3/25/2019,4:32:00 PM,Ewallet,211.56,4.761904762,10.578,6.7
186-43-8965,,Yangon,Member,,Home and lifestyle,,2,,100.128,2/24/2019,10:10:00 AM,Credit card,,4.761904762,,4.1
784-21-9238,Giza,Naypyitaw,,,Sports and travel,10.17,1,,10.6785,3/14/2019,2:15:00 PM,,10.17,4.761904762,0.5085,5.9
276-75-6884,,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,03/04/2019,10:05:00 AM,Cash,206.13,4.761904762,10.3065,8.7
109-86-4363,Cairo,Mandalay,Member,,Sports and travel,60.08,7,21.028,441.588,2/14/2019,11:36:00 AM,,420.56,,21.028,4.5
569-76-2760,,Yangon,,Female,Sports and travel,22.01,,4.402,92.442,1/29/2019,6:15:00 PM,,88.04,4.761904762,4.402,6.6
222-42-0244,Cairo,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,3/14/2019,1:53:00 PM,,648.99,4.761904762,,7.7
760-53-9233,Alex,Yangon,Member,Male,Fashion accessories,41.28,,6.192,130.032,3/26/2019,6:37:00 PM,Credit card,123.84,4.761904762,6.192,8.5
538-22-0304,,Naypyitaw,Normal,,Electronic accessories,64.95,10,32.475,681.975,3/24/2019,6:27:00 PM,,649.5,4.761904762,32.475,5.2
416-17-9926,,,,Female,Electronic accessories,74.22,10,37.11,779.31,3/14/2019,2:42:00 PM,Credit card,742.2,,37.11,4.3
237-44-6163,Alex,Yangon,,Male,Electronic accessories,10.56,8,4.224,88.704,3/14/2019,5:43:00 PM,,84.48,4.761904762,4.224,7.6
636-17-0325,Cairo,Mandalay,,,,62.57,4,12.514,262.794,2/25/2019,6:37:00 PM,,,4.761904762,12.514,9.5
343-75-9322,,,,Female,Sports and travel,,8,4.74,99.54,3/14/2019,4:34:00 PM,,,4.761904762,4.74,4.1
528-14-9470,Alex,Yangon,Member,Male,Health and beauty,91.3,,4.565,95.865,3/14/2019,2:42:00 PM,Ewallet,91.3,4.761904762,4.565,9.2
427-45-9297,,,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,03/12/2019,11:01:00 AM,Ewallet,,4.761904762,,5.4
807-34-3742,,,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,3/14/2019,7:44:00 PM,Cash,52.38,4.761904762,,5.8
288-62-1085,Alex,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,01/09/2019,1:34:00 PM,,,4.761904762,9.635,5.6
670-71-7306,Cairo,Mandalay,Normal,,Sports and travel,44.63,,13.389,281.169,3/14/2019,8:08:00 PM,Credit card,267.78,4.761904762,,5.1
660-29-7083,,Naypyitaw,Normal,Male,Electronic accessories,55.87,,27.935,586.635,1/15/2019,3:01:00 PM,,558.7,4.761904762,,5.8
271-77-8740,Giza,Naypyitaw,Member,,Sports and travel,29.22,6,8.766,184.086,01/01/2019,11:40:00 AM,Ewallet,,4.761904762,8.766,5
497-36-0989,,Yangon,Normal,,,51.94,,7.791,163.611,2/15/2019,3:21:00 PM,Cash,155.82,4.761904762,7.791,7.9
291-59-1384,Cairo,Mandalay,,Male,Electronic accessories,,1,3.015,63.315,2/28/2019,5:38:00 PM,Cash,,4.761904762,3.015,6
860-73-6466,Alex,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,03/02/2019,4:16:00 PM,Credit card,,4.761904762,3.947,5
549-23-9016,Giza,,,Female,Food and beverages,14.87,2,1.487,31.227,2/13/2019,6:15:00 PM,Credit card,29.74,4.761904762,1.487,8.9
896-34-0956,Alex,Yangon,Normal,,Fashion accessories,21.32,1,1.066,22.386,1/26/2019,12:43:00 PM,Cash,21.32,4.761904762,1.066,5.9
804-38-3935,Alex,Yangon,Member,Male,Electronic accessories,,3,14.067,295.407,3/14/2019,11:32:00 AM,Credit card,281.34,4.761904762,14.067,5.9
585-90-0249,Alex,,,Male,Electronic accessories,73.26,,3.663,76.923,1/27/2019,6:08:00 PM,Ewallet,73.26,4.761904762,3.663,9.7
862-29-5914,Giza,Naypyitaw,Normal,Female,Sports and travel,22.38,,1.119,23.499,1/30/2019,5:08:00 PM,Credit card,,,1.119,8.6
845-94-6841,Giza,Naypyitaw,Member,Female,Food and beverages,72.88,,32.796,688.716,01/08/2019,7:38:00 PM,Cash,655.92,4.761904762,32.796,4
125-45-2293,,,,Female,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,1:11:00 PM,Cash,594.6,4.761904762,29.73,4.2
843-73-4724,Alex,Yangon,Normal,,Fashion accessories,74.1,1,3.705,77.805,1/25/2019,11:05:00 AM,,,4.761904762,3.705,9.2
409-33-9708,Alex,Yangon,,Female,Fashion accessories,98.48,2,9.848,206.808,2/19/2019,10:12:00 AM,,,4.761904762,9.848,9.2
658-66-3967,,,,,Health and beauty,53.19,7,18.6165,390.9465,1/14/2019,3:42:00 PM,,372.33,,18.6165,5
866-70-2814,Cairo,,Normal,Female,Electronic accessories,52.79,10,,554.295,2/25/2019,11:58:00 AM,Ewallet,,4.761904762,26.395,10
160-22-2687,Alex,Yangon,Member,Female,Health and beauty,,5,,503.7375,1/23/2019,2:21:00 PM,Ewallet,479.75,4.761904762,,8.8
895-03-6665,Cairo,,Normal,Female,Fashion accessories,36.51,,,345.0195,3/14/2019,10:52:00 AM,Cash,328.59,,16.4295,4.2
770-42-8960,Cairo,Mandalay,,Male,,21.12,8,8.448,177.408,01/01/2019,7:31:00 PM,Cash,168.96,4.761904762,,6.3
748-45-2862,,Yangon,,Female,Home and lifestyle,28.31,4,5.662,118.902,3/14/2019,6:35:00 PM,Cash,113.24,4.761904762,5.662,8.2
234-36-2483,,,Normal,Male,Health and beauty,,,17.277,362.817,2/15/2019,1:51:00 PM,Cash,345.54,4.761904762,17.277,5.1
316-66-3011,Alex,,Member,,Food and beverages,47.63,9,21.4335,450.1035,1/23/2019,12:35:00 PM,Cash,,4.761904762,21.4335,5
848-95-6252,Giza,,,Female,Home and lifestyle,86.27,1,4.3135,90.5835,3/14/2019,1:24:00 PM,Ewallet,86.27,4.761904762,4.3135,7
840-76-5966,Alex,Yangon,Member,Male,Sports and travel,12.76,,1.276,26.796,3/14/2019,6:06:00 PM,,,4.761904762,1.276,7.8
152-03-4217,Cairo,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,3/17/2019,11:55:00 AM,Credit card,,4.761904762,5.076,4.3
533-66-5566,Cairo,Mandalay,,Female,Home and lifestyle,51.07,7,,375.3645,01/12/2019,11:42:00 AM,,,4.761904762,17.8745,7
124-31-1458,Alex,Yangon,,Female,Electronic accessories,79.59,,,250.7085,01/08/2019,2:30:00 PM,Cash,238.77,4.761904762,11.9385,6.6
176-78-1170,Giza,,Member,Male,Health and beauty,33.81,,,106.5015,1/26/2019,3:11:00 PM,Ewallet,101.43,4.761904762,,7.3
361-59-0574,Cairo,Mandalay,Member,Male,Sports and travel,90.53,,36.212,760.452,3/15/2019,2:48:00 PM,,724.24,,36.212,6.5
101-81-4070,Giza,,,Female,Health and beauty,62.82,2,,131.922,3/14/2019,12:36:00 PM,,125.64,4.761904762,6.282,4.9
631-34-1880,Giza,Naypyitaw,Member,Male,Food and beverages,,3,3.6465,76.5765,01/08/2019,7:09:00 PM,Credit card,72.93,4.761904762,3.6465,4.3
852-82-2749,Alex,Yangon,,Male,Sports and travel,64.59,,12.918,271.278,01/06/2019,1:35:00 PM,,258.36,4.761904762,12.918,9.3
873-14-6353,Alex,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,2/16/2019,10:33:00 AM,Credit card,173.74,,8.687,7.1
584-66-4073,Giza,Naypyitaw,Normal,Male,,56.5,1,,59.325,3/14/2019,3:45:00 PM,,56.5,4.761904762,2.825,9.6
544-55-9589,Cairo,,,Female,Electronic accessories,21.43,10,,225.015,3/14/2019,11:51:00 AM,,214.3,,10.715,6.2
166-19-2553,Alex,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,3/14/2019,5:26:00 PM,Cash,534.36,4.761904762,26.718,9.9
737-88-5876,,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,3/19/2019,11:52:00 AM,,93.16,4.761904762,4.658,5.9
154-87-7367,,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,,548.184,3/15/2019,2:04:00 PM,,522.08,4.761904762,26.104,6.3
885-56-0389,Giza,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,3/14/2019,5:49:00 PM,,52.35,4.761904762,2.6175,4
608-05-3804,Cairo,Mandalay,Member,,Electronic accessories,39.75,1,,41.7375,2/25/2019,8:19:00 PM,,39.75,4.761904762,1.9875,6.1
448-61-3783,Alex,,Normal,Female,Electronic accessories,90.02,,,756.168,3/14/2019,4:08:00 PM,Credit card,720.16,4.761904762,36.008,4.5
761-49-0439,Cairo,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17:00 AM,Ewallet,,4.761904762,4.84,8.6
490-95-0021,,Mandalay,,,,33.21,10,16.605,348.705,3/14/2019,2:25:00 PM,Ewallet,,4.761904762,16.605,6
115-38-7388,Giza,,Member,Female,Fashion accessories,10.18,8,4.072,85.512,3/30/2019,12:51:00 PM,,,4.761904762,4.072,9.5
311-13-6971,Cairo,,,Male,,31.99,10,15.995,335.895,2/20/2019,3:18:00 PM,,319.9,4.761904762,15.995,9.9
291-55-6563,Alex,,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,3/30/2019,12:45:00 PM,Ewallet,206.52,,10.326,7.5
548-48-3156,Alex,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,3/19/2019,1:37:00 PM,Cash,166.68,4.761904762,8.334,7.6
460-93-5834,,Yangon,,Male,,45.58,7,15.953,335.013,1/13/2019,10:03:00 AM,Cash,319.06,4.761904762,15.953,5
325-89-4209,,Yangon,Member,Male,Food and beverages,87.9,,4.395,92.295,02/05/2019,7:42:00 PM,Ewallet,87.9,4.761904762,,6.7
884-80-6021,Alex,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,3/14/2019,1:14:00 PM,Ewallet,734.7,,36.735,9.5
137-74-8729,Giza,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,,102.396,3/13/2019,12:47:00 PM,Ewallet,97.52,4.761904762,4.876,6.8
880-46-5796,Alex,Yangon,Member,Male,,76.92,,38.46,807.66,3/17/2019,7:53:00 PM,Ewallet,769.2,4.761904762,38.46,5.6
389-70-2397,,Naypyitaw,Normal,Female,Health and beauty,83.66,,20.915,439.215,2/21/2019,10:26:00 AM,Cash,,4.761904762,20.915,7.2
114-35-5271,Cairo,Mandalay,Normal,Female,,57.91,8,,486.444,3/14/2019,3:06:00 PM,,463.28,4.761904762,23.164,8.1
607-76-6216,Giza,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,3/14/2019,4:35:00 PM,,462.45,4.761904762,23.1225,8.6
715-20-1673,,Mandalay,Normal,Male,Electronic accessories,28.38,,7.095,148.995,03/06/2019,8:57:00 PM,Cash,141.9,4.761904762,7.095,9.4
811-35-1094,Cairo,Mandalay,,Male,Electronic accessories,50.45,6,,317.835,02/06/2019,3:16:00 PM,Credit card,,4.761904762,15.135,8.9
699-88-1972,,,Normal,Male,Health and beauty,99.16,8,39.664,832.944,1/28/2019,5:47:00 PM,,793.28,4.761904762,,4.2
781-84-8059,Giza,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,3/14/2019,4:23:00 PM,,425.18,4.761904762,21.259,5
409-49-6995,,,Member,Female,Food and beverages,47.27,,14.181,297.801,02/05/2019,10:17:00 AM,Cash,,4.761904762,14.181,8.8
725-54-0677,,Naypyitaw,Member,Male,Health and beauty,85.6,7,,629.16,03/02/2019,1:50:00 PM,Cash,,,29.96,5.3
146-09-5432,Alex,Yangon,,Male,Food and beverages,35.04,,,331.128,02/09/2019,7:17:00 PM,,315.36,4.761904762,15.768,4.6
377-79-7592,,Naypyitaw,Member,,Electronic accessories,44.84,,20.178,423.738,1/14/2019,2:00:00 PM,Credit card,,4.761904762,20.178,7.5
509-10-0516,,Mandalay,Normal,Male,,45.97,4,,193.074,02/09/2019,12:02:00 PM,,183.88,,9.194,5.1
595-94-9924,Alex,,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,3/26/2019,8:21:00 PM,Credit card,138.65,,6.9325,4.2
865-41-9075,Alex,Yangon,,Male,Food and beverages,11.53,7,4.0355,84.7455,1/28/2019,5:35:00 PM,Cash,80.71,4.761904762,4.0355,8.1
545-07-8534,Giza,,Normal,,Health and beauty,58.32,2,5.832,122.472,3/14/2019,12:42:00 PM,,116.64,4.761904762,5.832,6
118-62-1812,,Naypyitaw,Member,Female,Home and lifestyle,78.38,,15.676,329.196,3/24/2019,5:56:00 PM,,313.52,4.761904762,15.676,7.9
450-42-3339,Giza,Naypyitaw,Normal,,Health and beauty,84.61,10,,888.405,3/14/2019,6:58:00 PM,Credit card,846.1,4.761904762,42.305,8.8
851-98-3555,Cairo,Mandalay,Normal,Female,,82.88,5,,435.12,3/24/2019,2:08:00 PM,Credit card,,,20.72,6.6
186-71-5196,,Yangon,Member,Female,,79.54,,7.954,167.034,3/27/2019,4:30:00 PM,,159.08,4.761904762,7.954,6.2
624-01-8356,,,Normal,,Home and lifestyle,49.01,,24.505,514.605,1/27/2019,10:44:00 AM,,490.1,4.761904762,24.505,4.2
313-66-9943,,Mandalay,,,Food and beverages,29.15,3,,91.8225,3/27/2019,8:29:00 PM,,,4.761904762,4.3725,7.3
151-27-8496,,,,Female,Electronic accessories,56.13,,11.226,235.746,3/14/2019,11:43:00 AM,Ewallet,224.52,,,8.6
453-33-6436,Alex,Yangon,Normal,,Home and lifestyle,93.12,8,37.248,782.208,02/07/2019,10:09:00 AM,Cash,744.96,,37.248,6.8
522-57-8364,,Yangon,Member,Male,Fashion accessories,,8,,431.256,1/31/2019,10:00:00 AM,,410.72,4.761904762,20.536,7.6
459-45-2396,Alex,Yangon,,Female,Food and beverages,99.6,,14.94,313.74,2/25/2019,6:45:00 PM,Cash,298.8,4.761904762,,5.8
717-96-4189,Giza,,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,02/02/2019,12:40:00 PM,,212.94,,10.647,4.1
722-13-2115,Giza,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,3/14/2019,3:36:00 PM,,,4.761904762,,9.3
749-81-8133,Alex,Yangon,Normal,Female,Fashion accessories,,4,18.934,397.614,3/14/2019,12:04:00 PM,Cash,378.68,,,6.8
777-67-2495,,Mandalay,Normal,Male,,68.97,3,,217.2555,3/14/2019,11:26:00 AM,,206.91,4.761904762,10.3455,8.7
636-98-3364,Cairo,,Member,,Electronic accessories,26.26,3,3.939,82.719,03/02/2019,12:36:00 PM,Ewallet,78.78,4.761904762,3.939,6.3
246-55-6923,Giza,Naypyitaw,Member,Female,Home and lifestyle,35.79,,,338.2155,3/14/2019,3:06:00 PM,Credit card,322.11,4.761904762,16.1055,5.1
181-82-6255,Cairo,Mandalay,,,Home and lifestyle,,,4.911,103.131,02/08/2019,10:58:00 AM,,98.22,4.761904762,4.911,7
838-02-1821,Giza,Naypyitaw,Member,Female,Home and lifestyle,12.73,,1.273,26.733,2/22/2019,12:10:00 PM,Credit card,25.46,4.761904762,1.273,5.2
887-42-0517,,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,3/14/2019,10:31:00 AM,Credit card,581.98,4.761904762,,6.6
457-12-0244,Giza,Naypyitaw,Member,Female,Sports and travel,,6,10.566,221.886,3/14/2019,1:49:00 PM,,211.32,4.761904762,10.566,6.5
226-34-0034,Cairo,,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,3/14/2019,11:10:00 AM,Ewallet,55.12,4.761904762,2.756,9
321-49-7382,,,Member,Male,Sports and travel,88.31,1,,92.7255,2/15/2019,5:38:00 PM,Credit card,88.31,4.761904762,4.4155,5.2
397-25-8725,Alex,Yangon,Member,Female,Health and beauty,,9,17.829,374.409,1/13/2019,5:54:00 PM,Credit card,,4.761904762,,6.8
431-66-2305,Cairo,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2019,8:51:00 PM,,,4.761904762,39.7125,7.6
